"","Decad","var","province","cnt.total","year","decad.name"
"480",34,"prep_end","Central",2,"2021",2021-12-02
"481",35,"prep_end","Central",6,"2021",2021-12-12
"482",36,"prep_end","Central",4,"2021",2021-12-22
"483",2,"prep_end","Central",0,"2021",2022-01-11
"484",5,"prep_end","Central",0,"2021",2022-02-11
"485",6,"prep_end","Central",0,"2021",2022-02-21
"486",7,"prep_end","Central",0,"2021",2022-03-02
"487",8,"prep_end","Central",0,"2021",2022-03-12
"488",9,"prep_end","Central",0,"2021",2022-03-22
"489",10,"prep_end","Central",0,"2021",2022-04-02
"490",11,"prep_end","Central",0,"2021",2022-04-12
"491",12,"prep_end","Central",0,"2021",2022-04-22
"492",13,"prep_end","Central",0,"2021",2022-05-02
"493",14,"prep_end","Central",0,"2021",2022-05-12
"494",15,"prep_end","Central",0,"2021",2022-05-22
"495",16,"prep_end","Central",0,"2021",2022-06-02
"496",17,"prep_end","Central",0,"2021",2022-06-12
"497",18,"prep_end","Central",0,"2021",2022-06-22
"498",19,"prep_end","Central",0,"2021",2022-07-02
"499",20,"prep_end","Central",0,"2021",2022-07-12
"500",21,"prep_end","Central",0,"2021",2022-07-22
"501",22,"prep_end","Central",0,"2021",2022-08-02
"502",23,"prep_end","Central",0,"2021",2022-08-12
"503",24,"prep_end","Central",0,"2021",2022-08-22
"504",25,"prep_end","Central",0,"2021",2021-09-02
"505",1,"prep_end","Copperbelt",2,"2021",2022-01-01
"506",2,"prep_end","Copperbelt",4,"2021",2022-01-11
"507",4,"prep_end","Copperbelt",1,"2021",2022-02-01
"508",5,"prep_end","Copperbelt",2,"2021",2022-02-11
"509",7,"prep_end","Copperbelt",1,"2021",2022-03-02
"510",23,"prep_end","Copperbelt",1,"2021",2022-08-12
"511",24,"prep_end","Copperbelt",1,"2021",2022-08-22
"512",25,"prep_end","Copperbelt",3,"2021",2021-09-02
"513",26,"prep_end","Copperbelt",4,"2021",2021-09-12
"514",27,"prep_end","Copperbelt",5,"2021",2021-09-22
"515",28,"prep_end","Copperbelt",6,"2021",2021-10-02
"516",29,"prep_end","Copperbelt",6,"2021",2021-10-12
"517",30,"prep_end","Copperbelt",30,"2021",2021-10-22
"518",31,"prep_end","Copperbelt",4,"2021",2021-11-02
"519",32,"prep_end","Copperbelt",15,"2021",2021-11-12
"520",33,"prep_end","Copperbelt",7,"2021",2021-11-22
"521",34,"prep_end","Copperbelt",6,"2021",2021-12-02
"522",35,"prep_end","Copperbelt",4,"2021",2021-12-12
"523",36,"prep_end","Copperbelt",11,"2021",2021-12-22
"524",3,"prep_end","Copperbelt",0,"2021",2022-01-21
"525",6,"prep_end","Copperbelt",0,"2021",2022-02-21
"526",8,"prep_end","Copperbelt",0,"2021",2022-03-12
"527",9,"prep_end","Copperbelt",0,"2021",2022-03-22
"528",10,"prep_end","Copperbelt",0,"2021",2022-04-02
"529",11,"prep_end","Copperbelt",0,"2021",2022-04-12
"530",12,"prep_end","Copperbelt",0,"2021",2022-04-22
"531",13,"prep_end","Copperbelt",0,"2021",2022-05-02
"532",14,"prep_end","Copperbelt",0,"2021",2022-05-12
"533",15,"prep_end","Copperbelt",0,"2021",2022-05-22
"534",16,"prep_end","Copperbelt",0,"2021",2022-06-02
"535",17,"prep_end","Copperbelt",0,"2021",2022-06-12
"536",18,"prep_end","Copperbelt",0,"2021",2022-06-22
"537",19,"prep_end","Copperbelt",0,"2021",2022-07-02
"538",20,"prep_end","Copperbelt",0,"2021",2022-07-12
"539",21,"prep_end","Copperbelt",0,"2021",2022-07-22
"540",22,"prep_end","Copperbelt",0,"2021",2022-08-02
"541",1,"prep_end","Eastern",1,"2021",2022-01-01
"542",5,"prep_end","Eastern",2,"2021",2022-02-11
"543",7,"prep_end","Eastern",1,"2021",2022-03-02
"544",21,"prep_end","Eastern",1,"2021",2022-07-22
"545",24,"prep_end","Eastern",2,"2021",2022-08-22
"546",25,"prep_end","Eastern",2,"2021",2021-09-02
"547",26,"prep_end","Eastern",1,"2021",2021-09-12
"548",27,"prep_end","Eastern",9,"2021",2021-09-22
"549",28,"prep_end","Eastern",3,"2021",2021-10-02
"550",29,"prep_end","Eastern",13,"2021",2021-10-12
"551",30,"prep_end","Eastern",22,"2021",2021-10-22
"552",31,"prep_end","Eastern",8,"2021",2021-11-02
"553",32,"prep_end","Eastern",5,"2021",2021-11-12
"554",33,"prep_end","Eastern",6,"2021",2021-11-22
"555",35,"prep_end","Eastern",3,"2021",2021-12-12
"556",36,"prep_end","Eastern",3,"2021",2021-12-22
"557",2,"prep_end","Eastern",0,"2021",2022-01-11
"558",3,"prep_end","Eastern",0,"2021",2022-01-21
"559",4,"prep_end","Eastern",0,"2021",2022-02-01
"560",6,"prep_end","Eastern",0,"2021",2022-02-21
"561",8,"prep_end","Eastern",0,"2021",2022-03-12
"562",9,"prep_end","Eastern",0,"2021",2022-03-22
"563",10,"prep_end","Eastern",0,"2021",2022-04-02
"564",11,"prep_end","Eastern",0,"2021",2022-04-12
"565",12,"prep_end","Eastern",0,"2021",2022-04-22
"566",13,"prep_end","Eastern",0,"2021",2022-05-02
"567",14,"prep_end","Eastern",0,"2021",2022-05-12
"568",15,"prep_end","Eastern",0,"2021",2022-05-22
"569",16,"prep_end","Eastern",0,"2021",2022-06-02
"570",17,"prep_end","Eastern",0,"2021",2022-06-12
"571",18,"prep_end","Eastern",0,"2021",2022-06-22
"572",19,"prep_end","Eastern",0,"2021",2022-07-02
"573",20,"prep_end","Eastern",0,"2021",2022-07-12
"574",22,"prep_end","Eastern",0,"2021",2022-08-02
"575",23,"prep_end","Eastern",0,"2021",2022-08-12
"576",34,"prep_end","Eastern",0,"2021",2021-12-02
"577",1,"prep_end","Luapula",5,"2021",2022-01-01
"578",2,"prep_end","Luapula",6,"2021",2022-01-11
"579",5,"prep_end","Luapula",2,"2021",2022-02-11
"580",6,"prep_end","Luapula",2,"2021",2022-02-21
"581",8,"prep_end","Luapula",2,"2021",2022-03-12
"582",9,"prep_end","Luapula",4,"2021",2022-03-22
"583",11,"prep_end","Luapula",1,"2021",2022-04-12
"584",24,"prep_end","Luapula",1,"2021",2022-08-22
"585",27,"prep_end","Luapula",4,"2021",2021-09-22
"586",28,"prep_end","Luapula",2,"2021",2021-10-02
"587",29,"prep_end","Luapula",3,"2021",2021-10-12
"588",30,"prep_end","Luapula",7,"2021",2021-10-22
"589",31,"prep_end","Luapula",6,"2021",2021-11-02
"590",32,"prep_end","Luapula",8,"2021",2021-11-12
"591",33,"prep_end","Luapula",8,"2021",2021-11-22
"592",34,"prep_end","Luapula",1,"2021",2021-12-02
"593",35,"prep_end","Luapula",7,"2021",2021-12-12
"594",36,"prep_end","Luapula",8,"2021",2021-12-22
"595",3,"prep_end","Luapula",0,"2021",2022-01-21
"596",4,"prep_end","Luapula",0,"2021",2022-02-01
"597",7,"prep_end","Luapula",0,"2021",2022-03-02
"598",10,"prep_end","Luapula",0,"2021",2022-04-02
"599",12,"prep_end","Luapula",0,"2021",2022-04-22
"600",13,"prep_end","Luapula",0,"2021",2022-05-02
"601",14,"prep_end","Luapula",0,"2021",2022-05-12
"602",15,"prep_end","Luapula",0,"2021",2022-05-22
"603",16,"prep_end","Luapula",0,"2021",2022-06-02
"604",17,"prep_end","Luapula",0,"2021",2022-06-12
"605",18,"prep_end","Luapula",0,"2021",2022-06-22
"606",19,"prep_end","Luapula",0,"2021",2022-07-02
"607",20,"prep_end","Luapula",0,"2021",2022-07-12
"608",21,"prep_end","Luapula",0,"2021",2022-07-22
"609",22,"prep_end","Luapula",0,"2021",2022-08-02
"610",23,"prep_end","Luapula",0,"2021",2022-08-12
"611",25,"prep_end","Luapula",0,"2021",2021-09-02
"612",26,"prep_end","Luapula",0,"2021",2021-09-12
"613",1,"prep_end","Lusaka",2,"2021",2022-01-01
"614",3,"prep_end","Lusaka",1,"2021",2022-01-21
"615",4,"prep_end","Lusaka",1,"2021",2022-02-01
"616",26,"prep_end","Lusaka",2,"2021",2021-09-12
"617",27,"prep_end","Lusaka",3,"2021",2021-09-22
"618",29,"prep_end","Lusaka",1,"2021",2021-10-12
"619",30,"prep_end","Lusaka",14,"2021",2021-10-22
"620",31,"prep_end","Lusaka",6,"2021",2021-11-02
"621",32,"prep_end","Lusaka",7,"2021",2021-11-12
"622",33,"prep_end","Lusaka",3,"2021",2021-11-22
"623",34,"prep_end","Lusaka",1,"2021",2021-12-02
"624",35,"prep_end","Lusaka",2,"2021",2021-12-12
"625",36,"prep_end","Lusaka",4,"2021",2021-12-22
"626",2,"prep_end","Lusaka",0,"2021",2022-01-11
"627",5,"prep_end","Lusaka",0,"2021",2022-02-11
"628",6,"prep_end","Lusaka",0,"2021",2022-02-21
"629",7,"prep_end","Lusaka",0,"2021",2022-03-02
"630",8,"prep_end","Lusaka",0,"2021",2022-03-12
"631",9,"prep_end","Lusaka",0,"2021",2022-03-22
"632",10,"prep_end","Lusaka",0,"2021",2022-04-02
"633",11,"prep_end","Lusaka",0,"2021",2022-04-12
"634",12,"prep_end","Lusaka",0,"2021",2022-04-22
"635",13,"prep_end","Lusaka",0,"2021",2022-05-02
"636",14,"prep_end","Lusaka",0,"2021",2022-05-12
"637",15,"prep_end","Lusaka",0,"2021",2022-05-22
"638",16,"prep_end","Lusaka",0,"2021",2022-06-02
"639",17,"prep_end","Lusaka",0,"2021",2022-06-12
"640",18,"prep_end","Lusaka",0,"2021",2022-06-22
"641",19,"prep_end","Lusaka",0,"2021",2022-07-02
"642",20,"prep_end","Lusaka",0,"2021",2022-07-12
"643",21,"prep_end","Lusaka",0,"2021",2022-07-22
"644",22,"prep_end","Lusaka",0,"2021",2022-08-02
"645",23,"prep_end","Lusaka",0,"2021",2022-08-12
"646",24,"prep_end","Lusaka",0,"2021",2022-08-22
"647",25,"prep_end","Lusaka",0,"2021",2021-09-02
"648",28,"prep_end","Lusaka",0,"2021",2021-10-02
"649",1,"prep_end","Muchinga",3,"2021",2022-01-01
"650",2,"prep_end","Muchinga",4,"2021",2022-01-11
"651",7,"prep_end","Muchinga",1,"2021",2022-03-02
"652",29,"prep_end","Muchinga",2,"2021",2021-10-12
"653",30,"prep_end","Muchinga",4,"2021",2021-10-22
"654",31,"prep_end","Muchinga",5,"2021",2021-11-02
"655",32,"prep_end","Muchinga",6,"2021",2021-11-12
"656",33,"prep_end","Muchinga",7,"2021",2021-11-22
"657",34,"prep_end","Muchinga",4,"2021",2021-12-02
"658",35,"prep_end","Muchinga",7,"2021",2021-12-12
"659",36,"prep_end","Muchinga",8,"2021",2021-12-22
"660",3,"prep_end","Muchinga",0,"2021",2022-01-21
"661",4,"prep_end","Muchinga",0,"2021",2022-02-01
"662",5,"prep_end","Muchinga",0,"2021",2022-02-11
"663",6,"prep_end","Muchinga",0,"2021",2022-02-21
"664",8,"prep_end","Muchinga",0,"2021",2022-03-12
"665",9,"prep_end","Muchinga",0,"2021",2022-03-22
"666",10,"prep_end","Muchinga",0,"2021",2022-04-02
"667",11,"prep_end","Muchinga",0,"2021",2022-04-12
"668",12,"prep_end","Muchinga",0,"2021",2022-04-22
"669",13,"prep_end","Muchinga",0,"2021",2022-05-02
"670",14,"prep_end","Muchinga",0,"2021",2022-05-12
"671",15,"prep_end","Muchinga",0,"2021",2022-05-22
"672",16,"prep_end","Muchinga",0,"2021",2022-06-02
"673",17,"prep_end","Muchinga",0,"2021",2022-06-12
"674",18,"prep_end","Muchinga",0,"2021",2022-06-22
"675",19,"prep_end","Muchinga",0,"2021",2022-07-02
"676",20,"prep_end","Muchinga",0,"2021",2022-07-12
"677",21,"prep_end","Muchinga",0,"2021",2022-07-22
"678",22,"prep_end","Muchinga",0,"2021",2022-08-02
"679",23,"prep_end","Muchinga",0,"2021",2022-08-12
"680",24,"prep_end","Muchinga",0,"2021",2022-08-22
"681",25,"prep_end","Muchinga",0,"2021",2021-09-02
"682",26,"prep_end","Muchinga",0,"2021",2021-09-12
"683",27,"prep_end","Muchinga",0,"2021",2021-09-22
"684",28,"prep_end","Muchinga",0,"2021",2021-10-02
"685",1,"prep_end","North-Western",3,"2021",2022-01-01
"686",2,"prep_end","North-Western",10,"2021",2022-01-11
"687",5,"prep_end","North-Western",1,"2021",2022-02-11
"688",20,"prep_end","North-Western",1,"2021",2022-07-12
"689",27,"prep_end","North-Western",5,"2021",2021-09-22
"690",28,"prep_end","North-Western",3,"2021",2021-10-02
"691",29,"prep_end","North-Western",3,"2021",2021-10-12
"692",30,"prep_end","North-Western",9,"2021",2021-10-22
"693",31,"prep_end","North-Western",6,"2021",2021-11-02
"694",32,"prep_end","North-Western",6,"2021",2021-11-12
"695",33,"prep_end","North-Western",4,"2021",2021-11-22
"696",34,"prep_end","North-Western",2,"2021",2021-12-02
"697",35,"prep_end","North-Western",4,"2021",2021-12-12
"698",36,"prep_end","North-Western",11,"2021",2021-12-22
"699",3,"prep_end","North-Western",0,"2021",2022-01-21
"700",4,"prep_end","North-Western",0,"2021",2022-02-01
"701",6,"prep_end","North-Western",0,"2021",2022-02-21
"702",7,"prep_end","North-Western",0,"2021",2022-03-02
"703",8,"prep_end","North-Western",0,"2021",2022-03-12
"704",9,"prep_end","North-Western",0,"2021",2022-03-22
"705",10,"prep_end","North-Western",0,"2021",2022-04-02
"706",11,"prep_end","North-Western",0,"2021",2022-04-12
"707",12,"prep_end","North-Western",0,"2021",2022-04-22
"708",13,"prep_end","North-Western",0,"2021",2022-05-02
"709",14,"prep_end","North-Western",0,"2021",2022-05-12
"710",15,"prep_end","North-Western",0,"2021",2022-05-22
"711",16,"prep_end","North-Western",0,"2021",2022-06-02
"712",17,"prep_end","North-Western",0,"2021",2022-06-12
"713",18,"prep_end","North-Western",0,"2021",2022-06-22
"714",19,"prep_end","North-Western",0,"2021",2022-07-02
"715",21,"prep_end","North-Western",0,"2021",2022-07-22
"716",22,"prep_end","North-Western",0,"2021",2022-08-02
"717",23,"prep_end","North-Western",0,"2021",2022-08-12
"718",24,"prep_end","North-Western",0,"2021",2022-08-22
"719",25,"prep_end","North-Western",0,"2021",2021-09-02
"720",26,"prep_end","North-Western",0,"2021",2021-09-12
"721",1,"prep_end","Northern",5,"2021",2022-01-01
"722",2,"prep_end","Northern",4,"2021",2022-01-11
"723",4,"prep_end","Northern",2,"2021",2022-02-01
"724",5,"prep_end","Northern",3,"2021",2022-02-11
"725",6,"prep_end","Northern",3,"2021",2022-02-21
"726",7,"prep_end","Northern",1,"2021",2022-03-02
"727",8,"prep_end","Northern",1,"2021",2022-03-12
"728",28,"prep_end","Northern",3,"2021",2021-10-02
"729",29,"prep_end","Northern",3,"2021",2021-10-12
"730",30,"prep_end","Northern",7,"2021",2021-10-22
"731",31,"prep_end","Northern",3,"2021",2021-11-02
"732",32,"prep_end","Northern",7,"2021",2021-11-12
"733",33,"prep_end","Northern",5,"2021",2021-11-22
"734",34,"prep_end","Northern",2,"2021",2021-12-02
"735",35,"prep_end","Northern",10,"2021",2021-12-12
"736",36,"prep_end","Northern",17,"2021",2021-12-22
"737",3,"prep_end","Northern",0,"2021",2022-01-21
"738",9,"prep_end","Northern",0,"2021",2022-03-22
"739",10,"prep_end","Northern",0,"2021",2022-04-02
"740",11,"prep_end","Northern",0,"2021",2022-04-12
"741",12,"prep_end","Northern",0,"2021",2022-04-22
"742",13,"prep_end","Northern",0,"2021",2022-05-02
"743",14,"prep_end","Northern",0,"2021",2022-05-12
"744",15,"prep_end","Northern",0,"2021",2022-05-22
"745",16,"prep_end","Northern",0,"2021",2022-06-02
"746",17,"prep_end","Northern",0,"2021",2022-06-12
"747",18,"prep_end","Northern",0,"2021",2022-06-22
"748",19,"prep_end","Northern",0,"2021",2022-07-02
"749",20,"prep_end","Northern",0,"2021",2022-07-12
"750",21,"prep_end","Northern",0,"2021",2022-07-22
"751",22,"prep_end","Northern",0,"2021",2022-08-02
"752",23,"prep_end","Northern",0,"2021",2022-08-12
"753",24,"prep_end","Northern",0,"2021",2022-08-22
"754",25,"prep_end","Northern",0,"2021",2021-09-02
"755",26,"prep_end","Northern",0,"2021",2021-09-12
"756",27,"prep_end","Northern",0,"2021",2021-09-22
"757",1,"prep_end","Southern",2,"2021",2022-01-01
"758",2,"prep_end","Southern",4,"2021",2022-01-11
"759",3,"prep_end","Southern",1,"2021",2022-01-21
"760",4,"prep_end","Southern",1,"2021",2022-02-01
"761",5,"prep_end","Southern",1,"2021",2022-02-11
"762",6,"prep_end","Southern",1,"2021",2022-02-21
"763",24,"prep_end","Southern",1,"2021",2022-08-22
"764",26,"prep_end","Southern",1,"2021",2021-09-12
"765",27,"prep_end","Southern",6,"2021",2021-09-22
"766",28,"prep_end","Southern",1,"2021",2021-10-02
"767",29,"prep_end","Southern",9,"2021",2021-10-12
"768",30,"prep_end","Southern",25,"2021",2021-10-22
"769",31,"prep_end","Southern",15,"2021",2021-11-02
"770",32,"prep_end","Southern",8,"2021",2021-11-12
"771",33,"prep_end","Southern",5,"2021",2021-11-22
"772",36,"prep_end","Southern",3,"2021",2021-12-22
"773",7,"prep_end","Southern",0,"2021",2022-03-02
"774",8,"prep_end","Southern",0,"2021",2022-03-12
"775",9,"prep_end","Southern",0,"2021",2022-03-22
"776",10,"prep_end","Southern",0,"2021",2022-04-02
"777",11,"prep_end","Southern",0,"2021",2022-04-12
"778",12,"prep_end","Southern",0,"2021",2022-04-22
"779",13,"prep_end","Southern",0,"2021",2022-05-02
"780",14,"prep_end","Southern",0,"2021",2022-05-12
"781",15,"prep_end","Southern",0,"2021",2022-05-22
"782",16,"prep_end","Southern",0,"2021",2022-06-02
"783",17,"prep_end","Southern",0,"2021",2022-06-12
"784",18,"prep_end","Southern",0,"2021",2022-06-22
"785",19,"prep_end","Southern",0,"2021",2022-07-02
"786",20,"prep_end","Southern",0,"2021",2022-07-12
"787",21,"prep_end","Southern",0,"2021",2022-07-22
"788",22,"prep_end","Southern",0,"2021",2022-08-02
"789",23,"prep_end","Southern",0,"2021",2022-08-12
"790",25,"prep_end","Southern",0,"2021",2021-09-02
"791",34,"prep_end","Southern",0,"2021",2021-12-02
"792",35,"prep_end","Southern",0,"2021",2021-12-12
"793",1,"prep_end","Western",2,"2021",2022-01-01
"794",2,"prep_end","Western",2,"2021",2022-01-11
"795",3,"prep_end","Western",2,"2021",2022-01-21
"796",5,"prep_end","Western",2,"2021",2022-02-11
"797",6,"prep_end","Western",1,"2021",2022-02-21
"798",8,"prep_end","Western",1,"2021",2022-03-12
"799",21,"prep_end","Western",3,"2021",2022-07-22
"800",22,"prep_end","Western",1,"2021",2022-08-02
"801",23,"prep_end","Western",3,"2021",2022-08-12
"802",24,"prep_end","Western",4,"2021",2022-08-22
"803",25,"prep_end","Western",1,"2021",2021-09-02
"804",26,"prep_end","Western",7,"2021",2021-09-12
"805",27,"prep_end","Western",21,"2021",2021-09-22
"806",28,"prep_end","Western",8,"2021",2021-10-02
"807",29,"prep_end","Western",19,"2021",2021-10-12
"808",30,"prep_end","Western",41,"2021",2021-10-22
"809",31,"prep_end","Western",17,"2021",2021-11-02
"810",32,"prep_end","Western",30,"2021",2021-11-12
"811",33,"prep_end","Western",14,"2021",2021-11-22
"812",34,"prep_end","Western",4,"2021",2021-12-02
"813",35,"prep_end","Western",4,"2021",2021-12-12
"814",36,"prep_end","Western",6,"2021",2021-12-22
"815",4,"prep_end","Western",0,"2021",2022-02-01
"816",7,"prep_end","Western",0,"2021",2022-03-02
"817",9,"prep_end","Western",0,"2021",2022-03-22
"818",10,"prep_end","Western",0,"2021",2022-04-02
"819",11,"prep_end","Western",0,"2021",2022-04-12
"820",12,"prep_end","Western",0,"2021",2022-04-22
"821",13,"prep_end","Western",0,"2021",2022-05-02
"822",14,"prep_end","Western",0,"2021",2022-05-12
"823",15,"prep_end","Western",0,"2021",2022-05-22
"824",16,"prep_end","Western",0,"2021",2022-06-02
"825",17,"prep_end","Western",0,"2021",2022-06-12
"826",18,"prep_end","Western",0,"2021",2022-06-22
"827",19,"prep_end","Western",0,"2021",2022-07-02
"828",20,"prep_end","Western",0,"2021",2022-07-12
"829",1,"prep_start","Western",1,"2021",2022-01-01
"830",6,"prep_start","Western",1,"2021",2022-02-21
"831",7,"prep_start","Western",1,"2021",2022-03-02
"832",10,"prep_start","Western",1,"2021",2022-04-02
"833",11,"prep_start","Western",2,"2021",2022-04-12
"834",14,"prep_start","Western",1,"2021",2022-05-12
"835",15,"prep_start","Western",1,"2021",2022-05-22
"836",16,"prep_start","Western",1,"2021",2022-06-02
"837",18,"prep_start","Western",1,"2021",2022-06-22
"838",19,"prep_start","Western",1,"2021",2022-07-02
"839",20,"prep_start","Western",5,"2021",2022-07-12
"840",21,"prep_start","Western",10,"2021",2022-07-22
