"dekad","year","1","2","3","4","5","6","7","8","9","10"
3,"1990",80.265703,108.133624,63.894958,71.392503,54.281701,38.9073021,95.999089,47.60961034,80.448757,94.388623
4,"1990",117.225107,152.715346,123.767048,122.166219,115.736012,89.414495,139.913003,108.736391,83.703084,97.4998866
5,"1990",86.5415665,115.8285917,93.183706,103.541318,56.8685054,102.286092,104.070579,112.4019282,51.9184836,47.7526842
6,"1990",56.958684,69.246861,60.98692748,69.675062,37.7784169,92.168406,67.8249076,74.315962,29.004607,58.4587236
7,"1990",1.84339322,0.7882547,2.83759452,24.390174496,0.463805666,15.62225892,7.32735994,47.74439594,1.82992289,12.44863334
8,"1990",9.910923965,22.47171012,15.23037171,49.905777,6.07629113,17.269694,25.58355471,51.8965976,8.142237867,18.1042274
9,"1990",54.3393821,96.067412,48.9039536,112.225521,36.400280857,79.050897,96.306334,116.1103215,35.01478382,61.8594242
10,"1990",21.4731284,41.42631161,16.055963382,62.1329057,9.30939587,24.5016355,59.3092991,65.0787914,27.2759911,59.94888229
11,"1990",1.3780172,7.92073526,0.1076769,26.4890487,0.01107152,10.07264683,15.06490155,25.7469261,0,0.4578324
12,"1990",21.333456686,27.999468,8.988577655,20.5000777,26.4762473,4.432714686,33.729982822,2.5885578,21.42954786232,4.696660057
13,"1990",6.134667549,18.94780091,34.1878044,20.76056,0.45518417,13.58034554,16.61722066,16.56017118,0,0.3323112
14,"1990",0,0,0,1.8133368,0,0,0,1.74244782,0,0
